"workflow_slug","skill_slug","sort_order"
"workflow-support-cost-per-ticket-calculator-standard","skill-engine-formula","20"
"workflow-self-service-deflection-rate-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-self-service-deflection-rate-calculator-standard","skill-engine-formula","20"
"workflow-sla-compliance-rate-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-sla-compliance-rate-calculator-standard","skill-engine-formula","20"
"workflow-escalation-rate-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-escalation-rate-calculator-standard","skill-engine-formula","20"
"workflow-support-agent-utilization-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-support-agent-utilization-calculator-standard","skill-engine-formula","20"
"workflow-monthly-savings-rate-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-monthly-savings-rate-calculator-standard","skill-engine-formula","20"
"workflow-emergency-fund-months-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-emergency-fund-months-calculator-standard","skill-engine-formula","20"
"workflow-debt-to-income-ratio-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-debt-to-income-ratio-calculator-standard","skill-engine-formula","20"
"workflow-simple-loan-interest-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-simple-loan-interest-calculator-standard","skill-engine-formula","20"
"workflow-monthly-savings-goal-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-monthly-savings-goal-calculator-standard","skill-engine-formula","20"
"workflow-monthly-budget-remainder-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-monthly-budget-remainder-calculator-standard","skill-engine-formula","20"
"workflow-expense-growth-rate-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-expense-growth-rate-calculator-standard","skill-engine-formula","20"
"workflow-annual-subscription-cost-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-annual-subscription-cost-calculator-standard","skill-engine-formula","20"
"workflow-personal-cash-flow-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-personal-cash-flow-calculator-standard","skill-engine-formula","20"
"workflow-guest-acquisition-cost-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-guest-acquisition-cost-calculator-standard","skill-engine-formula","20"
"workflow-home-electricity-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-home-electricity-cost-calculator-standard","skill-engine-formula","20"
"workflow-water-bill-estimator-standard","skill-home-tools-estimation","10"
"workflow-water-bill-estimator-standard","skill-engine-formula","20"
"workflow-air-conditioner-monthly-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-air-conditioner-monthly-cost-calculator-standard","skill-engine-formula","20"
"workflow-room-paint-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-room-paint-cost-calculator-standard","skill-engine-formula","20"
"workflow-flooring-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-flooring-cost-calculator-standard","skill-engine-formula","20"
"workflow-cycling-speed-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-cycling-speed-calculator-standard","skill-engine-formula","20"
"workflow-home-cleaning-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-home-cleaning-cost-calculator-standard","skill-engine-formula","20"
"workflow-solar-payback-period-calculator-standard","skill-home-tools-calculation","10"
"workflow-solar-payback-period-calculator-standard","skill-engine-formula","20"
"workflow-home-maintenance-budget-calculator-standard","skill-home-tools-calculation","10"
"workflow-home-maintenance-budget-calculator-standard","skill-engine-formula","20"
"workflow-appliance-usage-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-appliance-usage-cost-calculator-standard","skill-engine-formula","20"
"workflow-moving-cost-calculator-standard","skill-home-tools-calculation","10"
"workflow-moving-cost-calculator-standard","skill-engine-formula","20"
"workflow-retail-gross-margin-calculator-standard","skill-retail-tools-calculation","10"
"workflow-retail-gross-margin-calculator-standard","skill-engine-formula","20"
"workflow-sell-through-rate-calculator-standard","skill-retail-tools-calculation","10"
"workflow-sell-through-rate-calculator-standard","skill-engine-formula","20"
"workflow-retail-stockout-rate-calculator-standard","skill-retail-tools-calculation","10"
"workflow-retail-stockout-rate-calculator-standard","skill-engine-formula","20"
"workflow-retail-discount-impact-calculator-standard","skill-retail-tools-calculation","10"
"workflow-retail-discount-impact-calculator-standard","skill-engine-formula","20"
"workflow-sales-per-square-meter-calculator-standard","skill-retail-tools-calculation","10"
"workflow-sales-per-square-meter-calculator-standard","skill-engine-formula","20"
"workflow-retail-labor-productivity-calculator-standard","skill-retail-tools-calculation","10"
"workflow-retail-labor-productivity-calculator-standard","skill-engine-formula","20"
"workflow-basket-size-calculator-standard","skill-retail-tools-calculation","10"
"workflow-basket-size-calculator-standard","skill-engine-formula","20"
"workflow-store-conversion-rate-calculator-standard","skill-retail-tools-calculation","10"
"workflow-store-conversion-rate-calculator-standard","skill-engine-formula","20"
"workflow-retail-shrinkage-rate-calculator-standard","skill-retail-tools-calculation","10"
"workflow-retail-shrinkage-rate-calculator-standard","skill-engine-formula","20"
"workflow-branch-sales-target-calculator-standard","skill-retail-tools-calculation","10"
"workflow-branch-sales-target-calculator-standard","skill-engine-formula","20"
"workflow-overall-equipment-effectiveness-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-overall-equipment-effectiveness-calculator-standard","skill-engine-formula","20"
"workflow-production-yield-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-production-yield-calculator-standard","skill-engine-formula","20"
"workflow-scrap-rate-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-scrap-rate-calculator-standard","skill-engine-formula","20"
"workflow-manufacturing-cycle-time-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-manufacturing-cycle-time-calculator-standard","skill-engine-formula","20"
"workflow-running-pace-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-running-pace-calculator-standard","skill-engine-formula","20"
"workflow-production-capacity-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-production-capacity-calculator-standard","skill-engine-formula","20"
"workflow-unit-production-cost-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-unit-production-cost-calculator-standard","skill-engine-formula","20"
"workflow-machine-downtime-rate-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-machine-downtime-rate-calculator-standard","skill-engine-formula","20"
"workflow-defect-cost-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-defect-cost-calculator-standard","skill-engine-formula","20"
"workflow-raw-material-usage-variance-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-raw-material-usage-variance-calculator-standard","skill-engine-formula","20"
"workflow-manufacturing-energy-cost-per-unit-calculator-standard","skill-manufacturing-tools-calculation","10"
"workflow-manufacturing-energy-cost-per-unit-calculator-standard","skill-engine-formula","20"
"workflow-earned-value-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-earned-value-calculator-standard","skill-engine-formula","20"
"workflow-cost-performance-index-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-cost-performance-index-calculator-standard","skill-engine-formula","20"
"workflow-schedule-performance-index-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-schedule-performance-index-calculator-standard","skill-engine-formula","20"
"workflow-project-budget-variance-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-project-budget-variance-calculator-standard","skill-engine-formula","20"
"workflow-project-schedule-variance-days-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-project-schedule-variance-days-calculator-standard","skill-engine-formula","20"
"workflow-resource-utilization-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-resource-utilization-calculator-standard","skill-engine-formula","20"
"workflow-project-risk-exposure-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-project-risk-exposure-calculator-standard","skill-engine-formula","20"
"workflow-project-burn-rate-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-project-burn-rate-calculator-standard","skill-engine-formula","20"
"workflow-estimate-at-completion-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-estimate-at-completion-calculator-standard","skill-engine-formula","20"
"workflow-team-velocity-calculator-standard","skill-project-management-tools-calculation","10"
"workflow-team-velocity-calculator-standard","skill-engine-formula","20"
"workflow-hotel-occupancy-rate-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-occupancy-rate-calculator-standard","skill-engine-formula","20"
"workflow-average-daily-rate-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-average-daily-rate-calculator-standard","skill-engine-formula","20"
"workflow-revpar-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-revpar-calculator-standard","skill-engine-formula","20"
"workflow-hotel-cancellation-rate-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-cancellation-rate-calculator-standard","skill-engine-formula","20"
"workflow-hotel-housekeeping-cost-per-room-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-housekeeping-cost-per-room-calculator-standard","skill-engine-formula","20"
"workflow-hotel-labor-cost-per-occupied-room-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-labor-cost-per-occupied-room-calculator-standard","skill-engine-formula","20"
"workflow-hotel-food-beverage-revenue-per-guest-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-food-beverage-revenue-per-guest-calculator-standard","skill-engine-formula","20"
"workflow-hotel-length-of-stay-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-length-of-stay-calculator-standard","skill-engine-formula","20"
"workflow-hotel-profit-per-room-calculator-standard","skill-hospitality-tools-calculation","10"
"workflow-hotel-profit-per-room-calculator-standard","skill-engine-formula","20"
"workflow-insurance-premium-estimator-standard","skill-insurance-tools-estimation","10"
"workflow-insurance-premium-estimator-standard","skill-engine-formula","20"
"workflow-insurance-deductible-impact-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-insurance-deductible-impact-calculator-standard","skill-engine-formula","20"
"workflow-claim-loss-ratio-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-claim-loss-ratio-calculator-standard","skill-engine-formula","20"
"workflow-insurance-coverage-gap-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-insurance-coverage-gap-calculator-standard","skill-engine-formula","20"
"workflow-insurance-commission-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-insurance-commission-calculator-standard","skill-engine-formula","20"
"workflow-claim-frequency-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-claim-frequency-calculator-standard","skill-engine-formula","20"
"workflow-average-claim-size-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-average-claim-size-calculator-standard","skill-engine-formula","20"
"workflow-policy-renewal-rate-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-policy-renewal-rate-calculator-standard","skill-engine-formula","20"
"workflow-insurance-cost-per-day-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-insurance-cost-per-day-calculator-standard","skill-engine-formula","20"
"workflow-insurance-solvency-buffer-calculator-standard","skill-insurance-tools-calculation","10"
"workflow-insurance-solvency-buffer-calculator-standard","skill-engine-formula","20"
"workflow-electricity-demand-cost-calculator-standard","skill-energy-tools-calculation","10"
"workflow-electricity-demand-cost-calculator-standard","skill-engine-formula","20"
"workflow-solar-panel-output-calculator-standard","skill-energy-tools-calculation","10"
"workflow-solar-panel-output-calculator-standard","skill-engine-formula","20"
"workflow-battery-backup-hours-calculator-standard","skill-energy-tools-calculation","10"
"workflow-battery-backup-hours-calculator-standard","skill-engine-formula","20"
"workflow-power-factor-penalty-calculator-standard","skill-energy-tools-calculation","10"
"workflow-power-factor-penalty-calculator-standard","skill-engine-formula","20"
"workflow-generator-fuel-consumption-calculator-standard","skill-energy-tools-calculation","10"
"workflow-generator-fuel-consumption-calculator-standard","skill-engine-formula","20"
"workflow-energy-cost-per-unit-calculator-standard","skill-energy-tools-calculation","10"
"workflow-energy-cost-per-unit-calculator-standard","skill-engine-formula","20"
"workflow-annual-energy-savings-calculator-standard","skill-energy-tools-calculation","10"
"workflow-annual-energy-savings-calculator-standard","skill-engine-formula","20"
"workflow-load-factor-calculator-standard","skill-energy-tools-calculation","10"
"workflow-load-factor-calculator-standard","skill-engine-formula","20"
"workflow-energy-intensity-calculator-standard","skill-energy-tools-calculation","10"
"workflow-energy-intensity-calculator-standard","skill-engine-formula","20"
"workflow-peak-demand-reduction-savings-calculator-standard","skill-energy-tools-calculation","10"
"workflow-peak-demand-reduction-savings-calculator-standard","skill-engine-formula","20"
"workflow-security-incident-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-security-incident-rate-calculator-standard","skill-engine-formula","20"
"workflow-mean-time-to-detect-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-mean-time-to-detect-calculator-standard","skill-engine-formula","20"
"workflow-mean-time-to-respond-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-mean-time-to-respond-calculator-standard","skill-engine-formula","20"
"workflow-phishing-click-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-phishing-click-rate-calculator-standard","skill-engine-formula","20"
"workflow-patch-compliance-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-patch-compliance-rate-calculator-standard","skill-engine-formula","20"
"workflow-vulnerability-remediation-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-vulnerability-remediation-rate-calculator-standard","skill-engine-formula","20"
"workflow-security-awareness-completion-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-security-awareness-completion-rate-calculator-standard","skill-engine-formula","20"
"workflow-backup-success-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-backup-success-rate-calculator-standard","skill-engine-formula","20"
"workflow-security-risk-exposure-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-security-risk-exposure-calculator-standard","skill-engine-formula","20"
"workflow-endpoint-coverage-rate-calculator-standard","skill-cybersecurity-tools-calculation","10"
"workflow-endpoint-coverage-rate-calculator-standard","skill-engine-formula","20"
"workflow-photo-storage-calculator-standard","skill-photography-tools-calculation","10"
"workflow-photo-storage-calculator-standard","skill-engine-formula","20"
"workflow-video-storage-calculator-standard","skill-photography-tools-calculation","10"
"workflow-video-storage-calculator-standard","skill-engine-formula","20"
"workflow-photography-project-price-calculator-standard","skill-photography-tools-calculation","10"
"workflow-photography-project-price-calculator-standard","skill-engine-formula","20"
"workflow-photo-print-cost-calculator-standard","skill-photography-tools-calculation","10"
"workflow-photo-print-cost-calculator-standard","skill-engine-formula","20"
"workflow-camera-depreciation-calculator-standard","skill-photography-tools-calculation","10"
"workflow-camera-depreciation-calculator-standard","skill-engine-formula","20"
"workflow-battery-shooting-time-calculator-standard","skill-photography-tools-calculation","10"
"workflow-battery-shooting-time-calculator-standard","skill-engine-formula","20"
"workflow-image-aspect-ratio-width-calculator-standard","skill-photography-tools-calculation","10"
"workflow-image-aspect-ratio-width-calculator-standard","skill-engine-formula","20"
"workflow-image-aspect-ratio-height-calculator-standard","skill-photography-tools-calculation","10"
"workflow-image-aspect-ratio-height-calculator-standard","skill-engine-formula","20"
"workflow-shooting-day-cost-calculator-standard","skill-photography-tools-calculation","10"
"workflow-shooting-day-cost-calculator-standard","skill-engine-formula","20"
"workflow-editing-time-per-photo-calculator-standard","skill-photography-tools-calculation","10"
"workflow-editing-time-per-photo-calculator-standard","skill-engine-formula","20"
"workflow-walking-distance-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-walking-distance-calculator-standard","skill-engine-formula","20"
"workflow-workout-volume-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-workout-volume-calculator-standard","skill-engine-formula","20"
"workflow-one-rep-max-estimator-standard","skill-fitness-tools-estimation","10"
"workflow-one-rep-max-estimator-standard","skill-engine-formula","20"
"workflow-weekly-training-load-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-weekly-training-load-calculator-standard","skill-engine-formula","20"
"workflow-calories-per-workout-estimator-standard","skill-fitness-tools-estimation","10"
"workflow-calories-per-workout-estimator-standard","skill-engine-formula","20"
"workflow-training-consistency-rate-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-training-consistency-rate-calculator-standard","skill-engine-formula","20"
"workflow-swimming-pace-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-swimming-pace-calculator-standard","skill-engine-formula","20"
"workflow-weekly-distance-goal-progress-calculator-standard","skill-fitness-tools-calculation","10"
"workflow-weekly-distance-goal-progress-calculator-standard","skill-engine-formula","20"
"workflow-startup-revenue-per-employee-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-revenue-per-employee-calculator-standard","skill-engine-formula","20"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-support-cost-per-subscriber-calculator-standard","skill-engine-formula","20"
"workflow-dropped-call-rate-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-dropped-call-rate-calculator-standard","skill-engine-formula","20"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-subscriber-acquisition-cost-calculator-standard","skill-engine-formula","20"
"workflow-monthly-recurring-revenue-calculator-standard","skill-saas-tools-calculation","10"
"workflow-monthly-recurring-revenue-calculator-standard","skill-engine-formula","20"
"workflow-telecom-revenue-per-minute-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-revenue-per-minute-calculator-standard","skill-engine-formula","20"
"workflow-telecom-data-usage-growth-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-data-usage-growth-calculator-standard","skill-engine-formula","20"
"workflow-annual-recurring-revenue-calculator-standard","skill-saas-tools-calculation","10"
"workflow-annual-recurring-revenue-calculator-standard","skill-engine-formula","20"
"workflow-saas-customer-churn-rate-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-customer-churn-rate-calculator-standard","skill-engine-formula","20"
"workflow-saas-revenue-churn-rate-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-revenue-churn-rate-calculator-standard","skill-engine-formula","20"
"workflow-net-revenue-retention-calculator-standard","skill-saas-tools-calculation","10"
"workflow-net-revenue-retention-calculator-standard","skill-engine-formula","20"
"workflow-saas-arpu-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-arpu-calculator-standard","skill-engine-formula","20"
"workflow-saas-cac-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-cac-calculator-standard","skill-engine-formula","20"
"workflow-saas-ltv-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-ltv-calculator-standard","skill-engine-formula","20"
"workflow-saas-ltv-cac-ratio-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-ltv-cac-ratio-calculator-standard","skill-engine-formula","20"
"workflow-saas-cac-payback-calculator-standard","skill-saas-tools-calculation","10"
"workflow-saas-cac-payback-calculator-standard","skill-engine-formula","20"
"workflow-startup-net-burn-rate-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-net-burn-rate-calculator-standard","skill-engine-formula","20"
"workflow-startup-runway-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-runway-calculator-standard","skill-engine-formula","20"
"workflow-startup-gross-burn-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-gross-burn-calculator-standard","skill-engine-formula","20"
"workflow-rental-idle-days-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-idle-days-calculator-standard","skill-engine-formula","20"
"workflow-post-money-valuation-calculator-standard","skill-startup-tools-calculation","10"
"workflow-post-money-valuation-calculator-standard","skill-engine-formula","20"
"workflow-investor-equity-percentage-calculator-standard","skill-startup-tools-calculation","10"
"workflow-investor-equity-percentage-calculator-standard","skill-engine-formula","20"
"workflow-founder-dilution-calculator-standard","skill-startup-tools-calculation","10"
"workflow-founder-dilution-calculator-standard","skill-engine-formula","20"
"workflow-startup-break-even-customers-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-break-even-customers-calculator-standard","skill-engine-formula","20"
"workflow-startup-cash-need-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-cash-need-calculator-standard","skill-engine-formula","20"
"workflow-startup-monthly-growth-rate-calculator-standard","skill-startup-tools-calculation","10"
"workflow-startup-monthly-growth-rate-calculator-standard","skill-engine-formula","20"
"workflow-telecom-data-cost-per-gb-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-data-cost-per-gb-calculator-standard","skill-engine-formula","20"
"workflow-purchase-price-variance-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-purchase-price-variance-calculator-standard","skill-engine-formula","20"
"workflow-procurement-savings-rate-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-procurement-savings-rate-calculator-standard","skill-engine-formula","20"
"workflow-supplier-defect-rate-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-supplier-defect-rate-calculator-standard","skill-engine-formula","20"
"workflow-supplier-on-time-delivery-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-supplier-on-time-delivery-calculator-standard","skill-engine-formula","20"
"workflow-spend-under-management-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-spend-under-management-calculator-standard","skill-engine-formula","20"
"workflow-average-procurement-order-value-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-average-procurement-order-value-calculator-standard","skill-engine-formula","20"
"workflow-procurement-lead-time-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-procurement-lead-time-calculator-standard","skill-engine-formula","20"
"workflow-supplier-concentration-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-supplier-concentration-calculator-standard","skill-engine-formula","20"
"workflow-procurement-cycle-time-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-procurement-cycle-time-calculator-standard","skill-engine-formula","20"
"workflow-cost-avoidance-calculator-standard","skill-procurement-tools-calculation","10"
"workflow-cost-avoidance-calculator-standard","skill-engine-formula","20"
"workflow-defect-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-defect-rate-calculator-standard","skill-engine-formula","20"
"workflow-first-pass-yield-calculator-standard","skill-quality-tools-calculation","10"
"workflow-first-pass-yield-calculator-standard","skill-engine-formula","20"
"workflow-rework-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-rework-rate-calculator-standard","skill-engine-formula","20"
"workflow-customer-complaint-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-customer-complaint-rate-calculator-standard","skill-engine-formula","20"
"workflow-cost-of-poor-quality-calculator-standard","skill-quality-tools-calculation","10"
"workflow-cost-of-poor-quality-calculator-standard","skill-engine-formula","20"
"workflow-inspection-pass-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-inspection-pass-rate-calculator-standard","skill-engine-formula","20"
"workflow-defects-per-million-opportunities-calculator-standard","skill-quality-tools-calculation","10"
"workflow-defects-per-million-opportunities-calculator-standard","skill-engine-formula","20"
"workflow-audit-finding-closure-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-audit-finding-closure-rate-calculator-standard","skill-engine-formula","20"
"workflow-quality-loss-cost-calculator-standard","skill-quality-tools-calculation","10"
"workflow-quality-loss-cost-calculator-standard","skill-engine-formula","20"
"workflow-process-conformance-rate-calculator-standard","skill-quality-tools-calculation","10"
"workflow-process-conformance-rate-calculator-standard","skill-engine-formula","20"
"workflow-mtbf-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-mtbf-calculator-standard","skill-engine-formula","20"
"workflow-maintenance-mttr-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-maintenance-mttr-calculator-standard","skill-engine-formula","20"
"workflow-equipment-availability-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-equipment-availability-calculator-standard","skill-engine-formula","20"
"workflow-preventive-maintenance-compliance-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-preventive-maintenance-compliance-calculator-standard","skill-engine-formula","20"
"workflow-maintenance-cost-per-asset-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-maintenance-cost-per-asset-calculator-standard","skill-engine-formula","20"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-maintenance-cost-to-replacement-value-calculator-standard","skill-engine-formula","20"
"workflow-planned-maintenance-rate-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-planned-maintenance-rate-calculator-standard","skill-engine-formula","20"
"workflow-telecom-retention-rate-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-retention-rate-calculator-standard","skill-engine-formula","20"
"workflow-emergency-maintenance-rate-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-emergency-maintenance-rate-calculator-standard","skill-engine-formula","20"
"workflow-maintenance-backlog-weeks-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-maintenance-backlog-weeks-calculator-standard","skill-engine-formula","20"
"workflow-spare-parts-turnover-calculator-standard","skill-maintenance-tools-calculation","10"
"workflow-spare-parts-turnover-calculator-standard","skill-engine-formula","20"
"workflow-franchise-royalty-fee-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-royalty-fee-calculator-standard","skill-engine-formula","20"
"workflow-franchise-marketing-fund-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-marketing-fund-calculator-standard","skill-engine-formula","20"
"workflow-franchise-break-even-sales-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-break-even-sales-calculator-standard","skill-engine-formula","20"
"workflow-franchise-payback-period-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-payback-period-calculator-standard","skill-engine-formula","20"
"workflow-same-store-sales-growth-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-same-store-sales-growth-calculator-standard","skill-engine-formula","20"
"workflow-revenue-per-franchise-location-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-revenue-per-franchise-location-calculator-standard","skill-engine-formula","20"
"workflow-franchise-gross-margin-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-gross-margin-calculator-standard","skill-engine-formula","20"
"workflow-royalty-coverage-ratio-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-royalty-coverage-ratio-calculator-standard","skill-engine-formula","20"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-franchise-opening-cost-per-sqm-calculator-standard","skill-engine-formula","20"
"workflow-average-unit-volume-calculator-standard","skill-franchise-tools-calculation","10"
"workflow-average-unit-volume-calculator-standard","skill-engine-formula","20"
"workflow-rental-asset-yield-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-asset-yield-calculator-standard","skill-engine-formula","20"
"workflow-rental-utilization-rate-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-utilization-rate-calculator-standard","skill-engine-formula","20"
"workflow-rental-revenue-per-day-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-revenue-per-day-calculator-standard","skill-engine-formula","20"
"workflow-maintenance-cost-per-rental-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-maintenance-cost-per-rental-calculator-standard","skill-engine-formula","20"
"workflow-rental-damage-rate-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-damage-rate-calculator-standard","skill-engine-formula","20"
"workflow-rental-payback-period-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-payback-period-calculator-standard","skill-engine-formula","20"
"workflow-rental-booking-conversion-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-booking-conversion-calculator-standard","skill-engine-formula","20"
"workflow-telecom-network-uptime-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-network-uptime-calculator-standard","skill-engine-formula","20"
"workflow-bakery-labor-cost-per-batch-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-labor-cost-per-batch-calculator-standard","skill-engine-formula","20"
"workflow-bakery-daily-profit-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-daily-profit-calculator-standard","skill-engine-formula","20"
"workflow-telecom-arpu-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-arpu-calculator-standard","skill-engine-formula","20"
