"workflow_slug","skill_slug","sort_order"
"workflow-us-gallon-to-liter-converter-standard","skill-converter-tools-conversion","10"
"workflow-us-gallon-to-liter-converter-standard","skill-engine-formula","20"
"workflow-square-meter-to-square-foot-standard","skill-converter-tools-calculation","10"
"workflow-square-meter-to-square-foot-standard","skill-engine-formula","20"
"workflow-mile-hour-to-kilometer-hour-standard","skill-converter-tools-calculation","10"
"workflow-mile-hour-to-kilometer-hour-standard","skill-engine-formula","20"
"workflow-annual-rent-monthly-equivalent-standard","skill-saudi-tools-calculation","10"
"workflow-annual-rent-monthly-equivalent-standard","skill-engine-formula","20"
"workflow-gosi-employee-deduction-estimate-standard","skill-saudi-tools-calculation","10"
"workflow-gosi-employee-deduction-estimate-standard","skill-engine-formula","20"
"workflow-salary-after-gosi-estimate-standard","skill-saudi-tools-calculation","10"
"workflow-salary-after-gosi-estimate-standard","skill-engine-formula","20"
"workflow-end-of-service-first-five-years-standard","skill-saudi-tools-calculation","10"
"workflow-end-of-service-first-five-years-standard","skill-engine-formula","20"
"workflow-end-of-service-over-five-years-standard","skill-saudi-tools-calculation","10"
"workflow-end-of-service-over-five-years-standard","skill-engine-formula","20"
"workflow-housing-allowance-estimate-standard","skill-saudi-tools-calculation","10"
"workflow-housing-allowance-estimate-standard","skill-engine-formula","20"
"workflow-thirty-day-daily-wage-standard","skill-saudi-tools-calculation","10"
"workflow-thirty-day-daily-wage-standard","skill-engine-formula","20"
"workflow-zakat-base-estimate-standard","skill-saudi-tools-calculation","10"
"workflow-zakat-base-estimate-standard","skill-engine-formula","20"
"workflow-trip-fuel-cost-calculator-standard","skill-travel-tools-calculation","10"
"workflow-trip-fuel-cost-calculator-standard","skill-engine-formula","20"
"workflow-hotel-stay-total-calculator-standard","skill-travel-tools-calculation","10"
"workflow-hotel-stay-total-calculator-standard","skill-engine-formula","20"
"workflow-focus-ratio-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-focus-ratio-calculator-standard","skill-engine-formula","20"
"workflow-travel-currency-budget-calculator-standard","skill-travel-tools-calculation","10"
"workflow-travel-currency-budget-calculator-standard","skill-engine-formula","20"
"workflow-baggage-overweight-fee-calculator-standard","skill-travel-tools-calculation","10"
"workflow-baggage-overweight-fee-calculator-standard","skill-engine-formula","20"
"workflow-travel-time-calculator-standard","skill-travel-tools-calculation","10"
"workflow-travel-time-calculator-standard","skill-engine-formula","20"
"workflow-itinerary-hours-per-day-calculator-standard","skill-travel-tools-calculation","10"
"workflow-itinerary-hours-per-day-calculator-standard","skill-engine-formula","20"
"workflow-group-trip-share-calculator-standard","skill-travel-tools-calculation","10"
"workflow-group-trip-share-calculator-standard","skill-engine-formula","20"
"workflow-energy-efficiency-improvement-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-energy-efficiency-improvement-calculator-standard","skill-engine-formula","20"
"workflow-average-order-value-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-average-order-value-calculator-standard","skill-engine-formula","20"
"workflow-cart-abandonment-rate-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-cart-abandonment-rate-calculator-standard","skill-engine-formula","20"
"workflow-ecommerce-conversion-rate-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-ecommerce-conversion-rate-calculator-standard","skill-engine-formula","20"
"workflow-customer-lifetime-value-basic-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-customer-lifetime-value-basic-calculator-standard","skill-engine-formula","20"
"workflow-commute-carbon-emissions-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-commute-carbon-emissions-calculator-standard","skill-engine-formula","20"
"workflow-appliance-annual-energy-cost-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-appliance-annual-energy-cost-calculator-standard","skill-engine-formula","20"
"workflow-tree-offset-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-tree-offset-calculator-standard","skill-engine-formula","20"
"workflow-paper-reams-saved-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-paper-reams-saved-calculator-standard","skill-engine-formula","20"
"workflow-recycling-rate-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-recycling-rate-calculator-standard","skill-engine-formula","20"
"workflow-water-savings-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-water-savings-calculator-standard","skill-engine-formula","20"
"workflow-solar-energy-savings-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-solar-energy-savings-calculator-standard","skill-engine-formula","20"
"workflow-fuel-carbon-emissions-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-fuel-carbon-emissions-calculator-standard","skill-engine-formula","20"
"workflow-electricity-carbon-emissions-calculator-standard","skill-sustainability-tools-calculation","10"
"workflow-electricity-carbon-emissions-calculator-standard","skill-engine-formula","20"
"workflow-freelancer-project-capacity-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-freelancer-project-capacity-calculator-standard","skill-engine-formula","20"
"workflow-late-payment-fee-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-late-payment-fee-calculator-standard","skill-engine-formula","20"
"workflow-retainer-contract-value-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-retainer-contract-value-calculator-standard","skill-engine-formula","20"
"workflow-effective-hourly-rate-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-effective-hourly-rate-calculator-standard","skill-engine-formula","20"
"workflow-proposal-win-rate-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-proposal-win-rate-calculator-standard","skill-engine-formula","20"
"workflow-net-freelance-income-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-net-freelance-income-calculator-standard","skill-engine-formula","20"
"workflow-freelance-platform-fee-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-freelance-platform-fee-calculator-standard","skill-engine-formula","20"
"workflow-freelancer-tax-reserve-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-freelancer-tax-reserve-calculator-standard","skill-engine-formula","20"
"workflow-freelance-project-price-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-freelance-project-price-calculator-standard","skill-engine-formula","20"
"workflow-freelancer-hourly-rate-calculator-standard","skill-freelancer-tools-calculation","10"
"workflow-freelancer-hourly-rate-calculator-standard","skill-engine-formula","20"
"workflow-restaurant-occupancy-rate-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-restaurant-occupancy-rate-calculator-standard","skill-engine-formula","20"
"workflow-restaurant-break-even-orders-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-restaurant-break-even-orders-calculator-standard","skill-engine-formula","20"
"workflow-food-wastage-rate-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-food-wastage-rate-calculator-standard","skill-engine-formula","20"
"workflow-delivery-platform-fee-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-delivery-platform-fee-calculator-standard","skill-engine-formula","20"
"workflow-recipe-cost-per-serving-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-recipe-cost-per-serving-calculator-standard","skill-engine-formula","20"
"workflow-restaurant-labor-cost-percentage-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-restaurant-labor-cost-percentage-calculator-standard","skill-engine-formula","20"
"workflow-average-check-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-average-check-calculator-standard","skill-engine-formula","20"
"workflow-table-turnover-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-table-turnover-calculator-standard","skill-engine-formula","20"
"workflow-menu-price-from-food-cost-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-menu-price-from-food-cost-calculator-standard","skill-engine-formula","20"
"workflow-food-cost-percentage-calculator-standard","skill-restaurant-tools-calculation","10"
"workflow-food-cost-percentage-calculator-standard","skill-engine-formula","20"
"workflow-delivery-route-cost-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-delivery-route-cost-calculator-standard","skill-engine-formula","20"
"workflow-safety-stock-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-safety-stock-calculator-standard","skill-engine-formula","20"
"workflow-reorder-point-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-reorder-point-calculator-standard","skill-engine-formula","20"
"workflow-inventory-carrying-cost-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-inventory-carrying-cost-calculator-standard","skill-engine-formula","20"
"workflow-on-time-delivery-rate-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-on-time-delivery-rate-calculator-standard","skill-engine-formula","20"
"workflow-order-accuracy-rate-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-order-accuracy-rate-calculator-standard","skill-engine-formula","20"
"workflow-warehouse-space-utilization-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-warehouse-space-utilization-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-capacity-utilization-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-vehicle-capacity-utilization-calculator-standard","skill-engine-formula","20"
"workflow-delivery-cost-per-order-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-delivery-cost-per-order-calculator-standard","skill-engine-formula","20"
"workflow-freight-cost-per-kg-calculator-standard","skill-logistics-tools-calculation","10"
"workflow-freight-cost-per-kg-calculator-standard","skill-engine-formula","20"
"workflow-sales-win-loss-ratio-calculator-standard","skill-sales-tools-calculation","10"
"workflow-sales-win-loss-ratio-calculator-standard","skill-engine-formula","20"
"workflow-sales-commission-calculator-standard","skill-sales-tools-calculation","10"
"workflow-sales-commission-calculator-standard","skill-engine-formula","20"
"workflow-cross-sell-revenue-calculator-standard","skill-sales-tools-calculation","10"
"workflow-cross-sell-revenue-calculator-standard","skill-engine-formula","20"
"workflow-upsell-rate-calculator-standard","skill-sales-tools-calculation","10"
"workflow-upsell-rate-calculator-standard","skill-engine-formula","20"
"workflow-lead-response-time-calculator-standard","skill-sales-tools-calculation","10"
"workflow-lead-response-time-calculator-standard","skill-engine-formula","20"
"workflow-pipeline-coverage-calculator-standard","skill-sales-tools-calculation","10"
"workflow-pipeline-coverage-calculator-standard","skill-engine-formula","20"
"workflow-quota-attainment-calculator-standard","skill-sales-tools-calculation","10"
"workflow-quota-attainment-calculator-standard","skill-engine-formula","20"
"workflow-average-sales-cycle-calculator-standard","skill-sales-tools-calculation","10"
"workflow-average-sales-cycle-calculator-standard","skill-engine-formula","20"
"workflow-sales-conversion-rate-calculator-standard","skill-sales-tools-calculation","10"
"workflow-sales-conversion-rate-calculator-standard","skill-engine-formula","20"
"workflow-newsletter-open-rate-calculator-standard","skill-creator-tools-calculation","10"
"workflow-newsletter-open-rate-calculator-standard","skill-engine-formula","20"
"workflow-affiliate-revenue-calculator-standard","skill-creator-tools-calculation","10"
"workflow-affiliate-revenue-calculator-standard","skill-engine-formula","20"
"workflow-thumbnail-click-through-rate-calculator-standard","skill-creator-tools-calculation","10"
"workflow-thumbnail-click-through-rate-calculator-standard","skill-engine-formula","20"
"workflow-video-watch-time-calculator-standard","skill-creator-tools-calculation","10"
"workflow-video-watch-time-calculator-standard","skill-engine-formula","20"
"workflow-content-publishing-frequency-calculator-standard","skill-creator-tools-calculation","10"
"workflow-content-publishing-frequency-calculator-standard","skill-engine-formula","20"
"workflow-video-production-cost-calculator-standard","skill-creator-tools-calculation","10"
"workflow-video-production-cost-calculator-standard","skill-engine-formula","20"
"workflow-average-deal-size-calculator-standard","skill-sales-tools-calculation","10"
"workflow-average-deal-size-calculator-standard","skill-engine-formula","20"
"workflow-sponsorship-rate-calculator-standard","skill-creator-tools-calculation","10"
"workflow-sponsorship-rate-calculator-standard","skill-engine-formula","20"
"workflow-follower-growth-rate-calculator-standard","skill-creator-tools-calculation","10"
"workflow-follower-growth-rate-calculator-standard","skill-engine-formula","20"
"workflow-social-engagement-rate-calculator-standard","skill-creator-tools-calculation","10"
"workflow-social-engagement-rate-calculator-standard","skill-engine-formula","20"
"workflow-youtube-cpm-revenue-calculator-standard","skill-creator-tools-calculation","10"
"workflow-youtube-cpm-revenue-calculator-standard","skill-engine-formula","20"
"workflow-deadline-buffer-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-deadline-buffer-calculator-standard","skill-engine-formula","20"
"workflow-productivity-output-per-hour-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-productivity-output-per-hour-calculator-standard","skill-engine-formula","20"
"workflow-team-utilization-rate-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-team-utilization-rate-calculator-standard","skill-engine-formula","20"
"workflow-automation-time-saved-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-automation-time-saved-calculator-standard","skill-engine-formula","20"
"workflow-meeting-cost-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-meeting-cost-calculator-standard","skill-engine-formula","20"
"workflow-project-progress-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-project-progress-calculator-standard","skill-engine-formula","20"
"workflow-weekly-work-capacity-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-weekly-work-capacity-calculator-standard","skill-engine-formula","20"
"workflow-pomodoro-session-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-pomodoro-session-calculator-standard","skill-engine-formula","20"
"workflow-ecommerce-return-rate-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-ecommerce-return-rate-calculator-standard","skill-engine-formula","20"
"workflow-ecommerce-refund-rate-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-ecommerce-refund-rate-calculator-standard","skill-engine-formula","20"
"workflow-shipping-cost-per-order-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-shipping-cost-per-order-calculator-standard","skill-engine-formula","20"
"workflow-inventory-turnover-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-inventory-turnover-calculator-standard","skill-engine-formula","20"
"workflow-break-even-orders-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-break-even-orders-calculator-standard","skill-engine-formula","20"
"workflow-marketplace-commission-calculator-standard","skill-ecommerce-tools-calculation","10"
"workflow-marketplace-commission-calculator-standard","skill-engine-formula","20"
"workflow-rental-yield-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-rental-yield-calculator-standard","skill-engine-formula","20"
"workflow-task-completion-rate-calculator-standard","skill-productivity-tools-calculation","10"
"workflow-task-completion-rate-calculator-standard","skill-engine-formula","20"
"workflow-cap-rate-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-cap-rate-calculator-standard","skill-engine-formula","20"
"workflow-price-per-square-meter-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-price-per-square-meter-calculator-standard","skill-engine-formula","20"
"workflow-mortgage-monthly-payment-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-mortgage-monthly-payment-calculator-standard","skill-engine-formula","20"
"workflow-down-payment-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-down-payment-calculator-standard","skill-engine-formula","20"
"workflow-visa-fees-total-calculator-standard","skill-travel-tools-calculation","10"
"workflow-visa-fees-total-calculator-standard","skill-engine-formula","20"
"workflow-loan-to-value-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-loan-to-value-calculator-standard","skill-engine-formula","20"
"workflow-property-appreciation-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-property-appreciation-calculator-standard","skill-engine-formula","20"
"workflow-rental-vacancy-loss-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-rental-vacancy-loss-calculator-standard","skill-engine-formula","20"
"workflow-property-management-fee-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-property-management-fee-calculator-standard","skill-engine-formula","20"
"workflow-real-estate-cash-roi-calculator-standard","skill-real-estate-tools-calculation","10"
"workflow-real-estate-cash-roi-calculator-standard","skill-engine-formula","20"
"workflow-trip-budget-per-day-calculator-standard","skill-travel-tools-calculation","10"
"workflow-trip-budget-per-day-calculator-standard","skill-engine-formula","20"
"workflow-travel-insurance-cost-calculator-standard","skill-travel-tools-calculation","10"
"workflow-travel-insurance-cost-calculator-standard","skill-engine-formula","20"
"workflow-overtime-percentage-calculator-standard","skill-hr-tools-calculation","10"
"workflow-overtime-percentage-calculator-standard","skill-engine-formula","20"
"workflow-annual-fuel-cost-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-annual-fuel-cost-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-depreciation-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-depreciation-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-maintenance-budget-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-maintenance-budget-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-ownership-monthly-cost-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-ownership-monthly-cost-calculator-standard","skill-engine-formula","20"
"workflow-tire-cost-per-km-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-tire-cost-per-km-calculator-standard","skill-engine-formula","20"
"workflow-lease-mileage-overage-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-lease-mileage-overage-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-finance-total-cost-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-finance-total-cost-calculator-standard","skill-engine-formula","20"
"workflow-ride-profit-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-ride-profit-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-cost-per-km-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-cost-per-km-calculator-standard","skill-engine-formula","20"
"workflow-concrete-volume-calculator-standard","skill-construction-tools-calculation","10"
"workflow-concrete-volume-calculator-standard","skill-engine-formula","20"
"workflow-asset-storage-calculator-standard","skill-design-tools-calculation","10"
"workflow-asset-storage-calculator-standard","skill-engine-formula","20"
"workflow-brick-count-calculator-standard","skill-construction-tools-calculation","10"
"workflow-brick-count-calculator-standard","skill-engine-formula","20"
"workflow-paint-liters-calculator-standard","skill-construction-tools-calculation","10"
"workflow-paint-liters-calculator-standard","skill-engine-formula","20"
"workflow-tile-quantity-calculator-standard","skill-construction-tools-calculation","10"
"workflow-tile-quantity-calculator-standard","skill-engine-formula","20"
"workflow-cement-bags-calculator-standard","skill-construction-tools-calculation","10"
"workflow-cement-bags-calculator-standard","skill-engine-formula","20"
"workflow-wall-area-calculator-standard","skill-construction-tools-calculation","10"
"workflow-wall-area-calculator-standard","skill-engine-formula","20"
"workflow-fertilizer-requirement-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-fertilizer-requirement-calculator-standard","skill-engine-formula","20"
"workflow-construction-labor-cost-calculator-standard","skill-construction-tools-calculation","10"
"workflow-construction-labor-cost-calculator-standard","skill-engine-formula","20"
"workflow-material-waste-cost-calculator-standard","skill-construction-tools-calculation","10"
"workflow-material-waste-cost-calculator-standard","skill-engine-formula","20"
"workflow-project-contingency-calculator-standard","skill-construction-tools-calculation","10"
"workflow-project-contingency-calculator-standard","skill-engine-formula","20"
"workflow-rebar-weight-estimator-standard","skill-construction-tools-estimation","10"
"workflow-rebar-weight-estimator-standard","skill-engine-formula","20"
"workflow-seed-requirement-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-seed-requirement-calculator-standard","skill-engine-formula","20"
"workflow-irrigation-water-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-irrigation-water-calculator-standard","skill-engine-formula","20"
"workflow-crop-yield-per-hectare-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-crop-yield-per-hectare-calculator-standard","skill-engine-formula","20"
"workflow-farm-revenue-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-farm-revenue-calculator-standard","skill-engine-formula","20"
"workflow-animal-feed-requirement-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-animal-feed-requirement-calculator-standard","skill-engine-formula","20"
"workflow-livestock-weight-gain-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-livestock-weight-gain-calculator-standard","skill-engine-formula","20"
"workflow-greenhouse-plant-capacity-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-greenhouse-plant-capacity-calculator-standard","skill-engine-formula","20"
"workflow-pesticide-dilution-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-pesticide-dilution-calculator-standard","skill-engine-formula","20"
"workflow-harvest-loss-calculator-standard","skill-agriculture-tools-calculation","10"
"workflow-harvest-loss-calculator-standard","skill-engine-formula","20"
"workflow-event-cost-per-attendee-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-cost-per-attendee-calculator-standard","skill-engine-formula","20"
"workflow-ticket-break-even-calculator-standard","skill-event-tools-calculation","10"
"workflow-ticket-break-even-calculator-standard","skill-engine-formula","20"
"workflow-sponsorship-coverage-calculator-standard","skill-event-tools-calculation","10"
"workflow-sponsorship-coverage-calculator-standard","skill-engine-formula","20"
"workflow-event-catering-cost-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-catering-cost-calculator-standard","skill-engine-formula","20"
"workflow-venue-occupancy-rate-calculator-standard","skill-event-tools-calculation","10"
"workflow-venue-occupancy-rate-calculator-standard","skill-engine-formula","20"
"workflow-cost-per-hire-calculator-standard","skill-hr-tools-calculation","10"
"workflow-cost-per-hire-calculator-standard","skill-engine-formula","20"
"workflow-event-profit-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-profit-calculator-standard","skill-engine-formula","20"
"workflow-event-staff-ratio-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-staff-ratio-calculator-standard","skill-engine-formula","20"
"workflow-event-checkin-rate-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-checkin-rate-calculator-standard","skill-engine-formula","20"
"workflow-event-no-show-rate-calculator-standard","skill-event-tools-calculation","10"
"workflow-event-no-show-rate-calculator-standard","skill-engine-formula","20"
"workflow-booth-revenue-calculator-standard","skill-event-tools-calculation","10"
"workflow-booth-revenue-calculator-standard","skill-engine-formula","20"
"workflow-employee-turnover-rate-calculator-standard","skill-hr-tools-calculation","10"
"workflow-employee-turnover-rate-calculator-standard","skill-engine-formula","20"
"workflow-employee-absence-rate-calculator-standard","skill-hr-tools-calculation","10"
"workflow-employee-absence-rate-calculator-standard","skill-engine-formula","20"
"workflow-time-to-hire-calculator-standard","skill-hr-tools-calculation","10"
"workflow-time-to-hire-calculator-standard","skill-engine-formula","20"
"workflow-revenue-per-employee-calculator-standard","skill-hr-tools-calculation","10"
"workflow-revenue-per-employee-calculator-standard","skill-engine-formula","20"
"workflow-training-cost-per-employee-calculator-standard","skill-hr-tools-calculation","10"
"workflow-training-cost-per-employee-calculator-standard","skill-engine-formula","20"
"workflow-employee-retention-rate-calculator-standard","skill-hr-tools-calculation","10"
"workflow-employee-retention-rate-calculator-standard","skill-engine-formula","20"
"workflow-vehicle-fuel-cost-calculator-standard","skill-automotive-tools-calculation","10"
"workflow-vehicle-fuel-cost-calculator-standard","skill-engine-formula","20"
"workflow-payroll-burden-calculator-standard","skill-hr-tools-calculation","10"
"workflow-payroll-burden-calculator-standard","skill-engine-formula","20"
"workflow-vacancy-rate-calculator-standard","skill-hr-tools-calculation","10"
"workflow-vacancy-rate-calculator-standard","skill-engine-formula","20"
"workflow-organic-ctr-calculator-standard","skill-seo-tools-calculation","10"
"workflow-organic-ctr-calculator-standard","skill-engine-formula","20"
"workflow-organic-conversion-rate-calculator-standard","skill-seo-tools-calculation","10"
"workflow-organic-conversion-rate-calculator-standard","skill-engine-formula","20"
"workflow-keyword-ranking-growth-calculator-standard","skill-seo-tools-calculation","10"
"workflow-keyword-ranking-growth-calculator-standard","skill-engine-formula","20"
"workflow-organic-impression-growth-calculator-standard","skill-seo-tools-calculation","10"
"workflow-organic-impression-growth-calculator-standard","skill-engine-formula","20"
"workflow-backlink-growth-rate-calculator-standard","skill-seo-tools-calculation","10"
"workflow-backlink-growth-rate-calculator-standard","skill-engine-formula","20"
"workflow-seo-content-roi-calculator-standard","skill-seo-tools-calculation","10"
"workflow-seo-content-roi-calculator-standard","skill-engine-formula","20"
"workflow-cost-per-organic-lead-calculator-standard","skill-seo-tools-calculation","10"
"workflow-cost-per-organic-lead-calculator-standard","skill-engine-formula","20"
"workflow-indexed-pages-rate-calculator-standard","skill-seo-tools-calculation","10"
"workflow-indexed-pages-rate-calculator-standard","skill-engine-formula","20"
"workflow-crawl-budget-utilization-calculator-standard","skill-seo-tools-calculation","10"
"workflow-crawl-budget-utilization-calculator-standard","skill-engine-formula","20"
"workflow-serp-click-share-calculator-standard","skill-seo-tools-calculation","10"
"workflow-serp-click-share-calculator-standard","skill-engine-formula","20"
"workflow-page-weight-calculator-standard","skill-web-tools-calculation","10"
"workflow-page-weight-calculator-standard","skill-engine-formula","20"
"workflow-monthly-bandwidth-calculator-standard","skill-web-tools-calculation","10"
"workflow-monthly-bandwidth-calculator-standard","skill-engine-formula","20"
"workflow-uptime-percentage-calculator-standard","skill-web-tools-calculation","10"
"workflow-uptime-percentage-calculator-standard","skill-engine-formula","20"
"workflow-api-error-rate-calculator-standard","skill-web-tools-calculation","10"
"workflow-api-error-rate-calculator-standard","skill-engine-formula","20"
"workflow-net-worth-calculator-standard","skill-personal-finance-tools-calculation","10"
"workflow-net-worth-calculator-standard","skill-engine-formula","20"
"workflow-average-response-time-calculator-standard","skill-web-tools-calculation","10"
"workflow-average-response-time-calculator-standard","skill-engine-formula","20"
"workflow-cache-hit-rate-calculator-standard","skill-web-tools-calculation","10"
"workflow-cache-hit-rate-calculator-standard","skill-engine-formula","20"
"workflow-conversion-uplift-calculator-standard","skill-web-tools-calculation","10"
"workflow-conversion-uplift-calculator-standard","skill-engine-formula","20"
"workflow-bounce-rate-reduction-calculator-standard","skill-web-tools-calculation","10"
"workflow-bounce-rate-reduction-calculator-standard","skill-engine-formula","20"
"workflow-server-cost-per-user-calculator-standard","skill-web-tools-calculation","10"
"workflow-server-cost-per-user-calculator-standard","skill-engine-formula","20"
"workflow-data-transfer-cost-calculator-standard","skill-web-tools-calculation","10"
"workflow-data-transfer-cost-calculator-standard","skill-engine-formula","20"
"workflow-font-license-cost-calculator-standard","skill-design-tools-calculation","10"
"workflow-font-license-cost-calculator-standard","skill-engine-formula","20"
"workflow-design-project-quote-calculator-standard","skill-design-tools-calculation","10"
"workflow-design-project-quote-calculator-standard","skill-engine-formula","20"
"workflow-revision-cost-calculator-standard","skill-design-tools-calculation","10"
"workflow-revision-cost-calculator-standard","skill-engine-formula","20"
"workflow-print-size-with-bleed-calculator-standard","skill-design-tools-calculation","10"
"workflow-print-size-with-bleed-calculator-standard","skill-engine-formula","20"
"workflow-pixel-width-from-dpi-calculator-standard","skill-design-tools-calculation","10"
"workflow-pixel-width-from-dpi-calculator-standard","skill-engine-formula","20"
"workflow-pixel-height-from-dpi-calculator-standard","skill-design-tools-calculation","10"
"workflow-pixel-height-from-dpi-calculator-standard","skill-engine-formula","20"
"workflow-design-utilization-rate-calculator-standard","skill-design-tools-calculation","10"
"workflow-design-utilization-rate-calculator-standard","skill-engine-formula","20"
"workflow-render-time-estimator-standard","skill-design-tools-estimation","10"
"workflow-render-time-estimator-standard","skill-engine-formula","20"
"workflow-print-run-cost-calculator-standard","skill-design-tools-calculation","10"
"workflow-print-run-cost-calculator-standard","skill-engine-formula","20"
"workflow-first-response-time-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-first-response-time-calculator-standard","skill-engine-formula","20"
"workflow-average-resolution-time-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-average-resolution-time-calculator-standard","skill-engine-formula","20"
"workflow-csat-score-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-csat-score-calculator-standard","skill-engine-formula","20"
"workflow-nps-score-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-nps-score-calculator-standard","skill-engine-formula","20"
"workflow-ticket-backlog-calculator-standard","skill-customer-service-tools-calculation","10"
"workflow-ticket-backlog-calculator-standard","skill-engine-formula","20"
"workflow-support-cost-per-ticket-calculator-standard","skill-customer-service-tools-calculation","10"
